Event ID,District,Disease,Start Date,End Date,Duration,Peak Cases,Peak Z-score,Highest Risk,Medium Days,High Days,Critical Days,Start Month
EVT-0464,Kozhikode,Common Cold,2025-05-08,2025-05-08,1,1,2.1984843263788236,Medium,1,0,0,2025-05
EVT-0465,Kozhikode,Common Cold,2025-05-21,2025-05-21,1,1,2.9495762407505324,High,0,1,0,2025-05
EVT-0466,Kozhikode,Common Cold,2025-06-03,2025-06-05,3,1,2.9495762407505324,High,1,2,0,2025-06
EVT-0467,Kozhikode,Common Cold,2025-06-07,2025-06-07,1,1,2.1984843263788236,Medium,1,0,0,2025-06
EVT-0468,Kozhikode,Common Cold,2025-07-05,2025-07-06,2,1,2.506657801402768,High,1,1,0,2025-07
EVT-0469,Kozhikode,Common Cold,2025-07-10,2025-07-10,1,1,2.1984843263788236,Medium,1,0,0,2025-07
EVT-0470,Kozhikode,Common Cold,2025-07-12,2025-07-12,1,1,2.1984843263788236,Medium,1,0,0,2025-07
EVT-0471,Kozhikode,Common Cold,2025-08-10,2025-08-10,1,1,2.506657801402768,High,0,1,0,2025-08
EVT-0472,Kozhikode,Common Cold,2025-08-15,2025-08-15,1,2,3.9757145654971686,Critical,0,0,1,2025-08
EVT-0473,Kozhikode,Common Cold,2025-09-17,2025-09-17,1,2,3.048749218101059,Critical,0,0,1,2025-09
EVT-0474,Kozhikode,Common Cold,2025-09-28,2025-09-28,1,2,2.7481054079735276,High,0,1,0,2025-09
EVT-0475,Kozhikode,Common Cold,2025-10-15,2025-10-15,1,2,2.4426410475263958,Medium,1,0,0,2025-10
EVT-0476,Kozhikode,Common Cold,2025-11-19,2025-11-20,2,1,2.9495762407505306,High,0,2,0,2025-11
EVT-0477,Kozhikode,Common Cold,2025-12-02,2025-12-02,1,1,2.9495762407505306,High,0,1,0,2025-12
EVT-0478,Kozhikode,Common Cold,2025-12-04,2025-12-04,1,1,2.5066578014027674,High,0,1,0,2025-12
EVT-0479,Kozhikode,Common Cold,2025-12-07,2025-12-07,1,1,2.1984843263788236,Medium,1,0,0,2025-12
EVT-0480,Kozhikode,Common Cold,2025-12-28,2025-12-28,1,2,3.717209579620654,Critical,0,0,1,2025-12
EVT-0481,Kozhikode,Dengue,2025-02-06,2025-02-06,1,1,2.19848432637882,Medium,1,0,0,2025-02
EVT-0482,Kozhikode,Dengue,2025-02-18,2025-02-18,1,1,3.6787679096857047,Critical,0,0,1,2025-02
EVT-0483,Kozhikode,Dengue,2025-02-23,2025-02-23,1,1,2.949576240750525,High,0,1,0,2025-02
EVT-0484,Kozhikode,Dengue,2025-02-28,2025-02-28,1,1,2.506657801402763,High,0,1,0,2025-02
EVT-0485,Kozhikode,Dengue,2025-03-09,2025-03-09,1,1,2.506657801402763,High,0,1,0,2025-03
EVT-0486,Kozhikode,Dengue,2025-03-14,2025-03-14,1,1,2.19848432637882,Medium,1,0,0,2025-03
EVT-0487,Kozhikode,Dengue,2025-04-20,2025-04-21,2,1,2.506657801402763,High,1,1,0,2025-04
EVT-0488,Kozhikode,Dengue,2025-04-26,2025-04-26,1,1,2.949576240750525,High,0,1,0,2025-04
EVT-0489,Kozhikode,Dengue,2025-05-17,2025-05-17,1,2,3.975714565497164,Critical,0,0,1,2025-05
EVT-0490,Kozhikode,Dengue,2025-07-04,2025-07-04,1,1,3.6787679096857047,Critical,0,0,1,2025-07
EVT-0491,Kozhikode,Dengue,2025-07-07,2025-07-08,2,1,2.949576240750525,High,0,2,0,2025-07
EVT-0492,Kozhikode,Dengue,2025-07-13,2025-07-13,1,2,3.975714565497164,Critical,0,0,1,2025-07
EVT-0493,Kozhikode,Dengue,2025-07-20,2025-07-20,1,2,3.1085730764721453,Critical,0,0,1,2025-07
EVT-0494,Kozhikode,Dengue,2025-09-02,2025-09-02,1,1,2.506657801402763,High,0,1,0,2025-09
EVT-0495,Kozhikode,Dengue,2025-09-07,2025-09-07,1,1,2.506657801402763,High,0,1,0,2025-09
EVT-0496,Kozhikode,Dengue,2025-09-09,2025-09-10,2,1,2.506657801402763,High,1,1,0,2025-09
EVT-0497,Kozhikode,Dengue,2025-09-15,2025-09-15,1,1,2.1984843263788196,Medium,1,0,0,2025-09
EVT-0498,Kozhikode,Dengue,2025-10-04,2025-10-04,1,1,2.1984843263788196,Medium,1,0,0,2025-10
EVT-0499,Kozhikode,Dengue,2025-10-11,2025-10-11,1,1,2.506657801402763,High,0,1,0,2025-10
EVT-0500,Kozhikode,Dengue,2025-10-18,2025-10-19,2,1,2.506657801402763,High,1,1,0,2025-10
EVT-0501,Kozhikode,Dengue,2025-11-05,2025-11-05,1,2,3.505242787381739,Critical,0,0,1,2025-11
EVT-0502,Kozhikode,Dengue,2025-12-17,2025-12-17,1,1,2.1984843263788205,Medium,1,0,0,2025-12
EVT-0503,Kozhikode,Dengue,2025-12-26,2025-12-26,1,1,2.5066578014027634,High,0,1,0,2025-12
EVT-0504,Kozhikode,Dengue,2025-12-28,2025-12-28,1,1,2.1984843263788205,Medium,1,0,0,2025-12
EVT-0505,Kozhikode,Flu,2025-01-14,2025-01-14,1,2,2.2735854490996883,Medium,1,0,0,2025-01
EVT-0506,Kozhikode,Flu,2025-02-10,2025-02-10,1,2,2.8525240058382493,High,0,1,0,2025-02
EVT-0507,Kozhikode,Flu,2025-02-12,2025-02-12,1,2,2.4426410475263935,Medium,1,0,0,2025-02
EVT-0508,Kozhikode,Flu,2025-03-06,2025-03-06,1,2,2.7096719538309935,High,0,1,0,2025-03
EVT-0509,Kozhikode,Flu,2025-04-22,2025-04-22,1,1,5.294651389216597,Critical,0,0,1,2025-04
EVT-0510,Kozhikode,Flu,2025-04-24,2025-04-25,2,1,3.678767909685702,Critical,0,1,1,2025-04
EVT-0511,Kozhikode,Flu,2025-04-27,2025-04-28,2,1,2.506657801402762,High,1,1,0,2025-04
EVT-0512,Kozhikode,Flu,2025-06-08,2025-06-08,1,1,2.5066578014027625,High,0,1,0,2025-06
EVT-0513,Kozhikode,Flu,2025-06-21,2025-06-21,1,1,3.6787679096857038,Critical,0,0,1,2025-06
EVT-0514,Kozhikode,Flu,2025-06-24,2025-06-24,1,1,2.9495762407505244,High,0,1,0,2025-06
EVT-0515,Kozhikode,Flu,2025-07-01,2025-07-01,1,1,2.5066578014027625,High,0,1,0,2025-07
EVT-0516,Kozhikode,Flu,2025-07-04,2025-07-04,1,1,2.1984843263788196,Medium,1,0,0,2025-07
EVT-0517,Kozhikode,Flu,2025-08-05,2025-08-05,1,1,2.5066578014027625,High,0,1,0,2025-08
EVT-0518,Kozhikode,Flu,2025-08-07,2025-08-07,1,1,2.1984843263788196,Medium,1,0,0,2025-08
EVT-0519,Kozhikode,Flu,2025-08-13,2025-08-13,1,1,2.5066578014027625,High,0,1,0,2025-08
EVT-0520,Kozhikode,Flu,2025-08-23,2025-08-23,1,2,3.7172095796206497,Critical,0,0,1,2025-08
EVT-0521,Kozhikode,Flu,2025-11-25,2025-11-25,1,1,2.9495762407505266,High,0,1,0,2025-11
EVT-0522,Kozhikode,Flu,2025-11-27,2025-11-27,1,2,3.975714565497165,Critical,0,0,1,2025-11
EVT-0523,Kozhikode,Flu,2025-12-18,2025-12-18,1,2,2.9716377017783704,High,0,1,0,2025-12
EVT-0524,Kozhikode,Malaria,2025-01-07,2025-01-07,1,1,2.5066578014027634,High,0,1,0,2025-01
EVT-0525,Kozhikode,Malaria,2025-01-11,2025-01-11,1,2,4.299366563289116,Critical,0,0,1,2025-01
EVT-0526,Kozhikode,Malaria,2025-02-16,2025-02-16,1,1,3.6787679096857056,Critical,0,0,1,2025-02
EVT-0527,Kozhikode,Malaria,2025-02-18,2025-02-19,2,1,2.9495762407505257,High,0,2,0,2025-02
EVT-0528,Kozhikode,Malaria,2025-02-26,2025-02-26,1,1,2.1984843263788205,Medium,1,0,0,2025-02
EVT-0529,Kozhikode,Malaria,2025-04-17,2025-04-17,1,1,5.294651389216606,Critical,0,0,1,2025-04
EVT-0530,Kozhikode,Malaria,2025-04-21,2025-04-22,2,1,3.6787679096857056,Critical,0,1,1,2025-04
EVT-0531,Kozhikode,Malaria,2025-04-26,2025-04-26,1,1,2.5066578014027634,High,0,1,0,2025-04
EVT-0532,Kozhikode,Malaria,2025-05-15,2025-05-15,1,2,3.717209579620651,Critical,0,0,1,2025-05
EVT-0533,Kozhikode,Malaria,2025-06-17,2025-06-17,1,1,2.5066578014027634,High,0,1,0,2025-06
EVT-0534,Kozhikode,Malaria,2025-06-19,2025-06-19,1,1,2.1984843263788205,Medium,1,0,0,2025-06
EVT-0535,Kozhikode,Malaria,2025-06-27,2025-06-27,1,1,2.5066578014027634,High,0,1,0,2025-06
EVT-0536,Kozhikode,Malaria,2025-07-01,2025-07-01,1,1,2.1984843263788205,Medium,1,0,0,2025-07
EVT-0537,Kozhikode,Malaria,2025-07-12,2025-07-12,1,2,3.5052427873817398,Critical,0,0,1,2025-07
EVT-0538,Kozhikode,Malaria,2025-08-13,2025-08-13,1,1,2.9495762407505253,High,0,1,0,2025-08
EVT-0539,Kozhikode,Malaria,2025-08-26,2025-08-26,1,1,3.6787679096857047,Critical,0,0,1,2025-08
EVT-0540,Kozhikode,Malaria,2025-09-12,2025-09-12,1,1,3.6787679096857047,Critical,0,0,1,2025-09
EVT-0541,Kozhikode,Malaria,2025-09-14,2025-09-14,1,1,2.9495762407505253,High,0,1,0,2025-09
EVT-0542,Kozhikode,Malaria,2025-09-16,2025-09-16,1,1,2.506657801402763,High,0,1,0,2025-09
EVT-0543,Kozhikode,Malaria,2025-09-18,2025-09-18,1,2,3.7172095796206506,Critical,0,0,1,2025-09
EVT-0544,Kozhikode,Malaria,2025-10-15,2025-10-15,1,2,3.1085730764721458,Critical,0,0,1,2025-10
EVT-0545,Kozhikode,Malaria,2025-11-21,2025-11-22,2,1,5.2946513892166065,Critical,0,0,2,2025-11
EVT-0546,Kozhikode,Malaria,2025-11-25,2025-11-25,1,1,2.9495762407505257,High,0,1,0,2025-11
EVT-0547,Kozhikode,Malaria,2025-11-28,2025-11-28,1,1,2.506657801402764,High,0,1,0,2025-11
EVT-0548,Kozhikode,Malaria,2025-12-02,2025-12-02,1,2,3.7172095796206515,Critical,0,0,1,2025-12
EVT-0549,Kozhikode,Malaria,2025-12-10,2025-12-10,1,2,2.748105407973526,High,0,1,0,2025-12
EVT-0550,Kozhikode,Malaria,2025-12-27,2025-12-27,1,2,2.2501191754283516,Medium,1,0,0,2025-12
EVT-0551,Kozhikode,Typhoid,2025-01-17,2025-01-17,1,2,3.32801836153127,Critical,0,0,1,2025-01
EVT-0552,Kozhikode,Typhoid,2025-02-19,2025-02-19,1,1,2.506657801402766,High,0,1,0,2025-02
EVT-0553,Kozhikode,Typhoid,2025-02-25,2025-02-25,1,1,2.506657801402766,High,0,1,0,2025-02
EVT-0554,Kozhikode,Typhoid,2025-02-27,2025-02-27,1,1,2.198484326378822,Medium,1,0,0,2025-02
EVT-0555,Kozhikode,Typhoid,2025-03-06,2025-03-06,1,1,2.198484326378822,Medium,1,0,0,2025-03
EVT-0556,Kozhikode,Typhoid,2025-03-23,2025-03-23,1,1,2.506657801402766,High,0,1,0,2025-03
EVT-0557,Kozhikode,Typhoid,2025-04-02,2025-04-02,1,2,4.2993665632891185,Critical,0,0,1,2025-04
EVT-0558,Kozhikode,Typhoid,2025-05-04,2025-05-05,2,1,2.9495762407505297,High,0,2,0,2025-05
EVT-0559,Kozhikode,Typhoid,2025-05-19,2025-05-21,3,1,2.9495762407505293,High,1,2,0,2025-05
EVT-0560,Kozhikode,Typhoid,2025-06-03,2025-06-04,2,1,2.198484326378822,Medium,2,0,0,2025-06
EVT-0561,Kozhikode,Typhoid,2025-06-10,2025-06-10,1,2,3.1776705873085382,Critical,0,0,1,2025-06
EVT-0562,Kozhikode,Typhoid,2025-07-11,2025-07-11,1,2,3.32801836153127,Critical,0,0,1,2025-07
EVT-0563,Kozhikode,Typhoid,2025-07-25,2025-07-25,1,2,2.748105407973526,High,0,1,0,2025-07
EVT-0564,Kozhikode,Typhoid,2025-09-03,2025-09-04,2,1,2.5066578014027665,High,1,1,0,2025-09
EVT-0565,Kozhikode,Typhoid,2025-09-14,2025-09-14,1,2,4.2993665632891185,Critical,0,0,1,2025-09
EVT-0566,Kozhikode,Typhoid,2025-11-01,2025-11-01,1,1,2.5066578014027665,High,0,1,0,2025-11
EVT-0567,Kozhikode,Typhoid,2025-11-06,2025-11-06,1,1,2.1984843263788223,Medium,1,0,0,2025-11
EVT-0568,Kozhikode,Typhoid,2025-11-12,2025-11-12,1,1,2.1984843263788223,Medium,1,0,0,2025-11
EVT-0569,Kozhikode,Typhoid,2025-11-15,2025-11-15,1,2,3.505242787381741,Critical,0,0,1,2025-11
EVT-0570,Kozhikode,Typhoid,2025-12-15,2025-12-15,1,2,4.2993665632891185,Critical,0,0,1,2025-12
EVT-0571,Kozhikode,Viral Fever,2025-01-22,2025-01-24,3,1,2.506657801402763,High,1,2,0,2025-01
EVT-0572,Kozhikode,Viral Fever,2025-01-26,2025-01-26,1,2,3.505242787381738,Critical,0,0,1,2025-01
EVT-0573,Kozhikode,Viral Fever,2025-03-15,2025-03-15,1,1,2.1984843263788196,Medium,1,0,0,2025-03
EVT-0574,Kozhikode,Viral Fever,2025-03-21,2025-03-21,1,1,2.1984843263788196,Medium,1,0,0,2025-03
EVT-0575,Kozhikode,Viral Fever,2025-03-24,2025-03-25,2,1,2.1984843263788196,Medium,2,0,0,2025-03
EVT-0576,Kozhikode,Viral Fever,2025-04-03,2025-04-03,1,1,2.1984843263788196,Medium,1,0,0,2025-04
EVT-0577,Kozhikode,Viral Fever,2025-04-27,2025-04-27,1,1,3.678767909685707,Critical,0,0,1,2025-04
EVT-0578,Kozhikode,Viral Fever,2025-05-05,2025-05-05,1,1,3.678767909685707,Critical,0,0,1,2025-05
EVT-0579,Kozhikode,Viral Fever,2025-05-08,2025-05-08,1,1,2.9495762407505257,High,0,1,0,2025-05
EVT-0580,Kozhikode,Viral Fever,2025-05-16,2025-05-16,1,1,2.506657801402763,High,0,1,0,2025-05
EVT-0581,Kozhikode,Viral Fever,2025-05-18,2025-05-18,1,1,2.1984843263788196,Medium,1,0,0,2025-05
EVT-0582,Kozhikode,Viral Fever,2025-06-03,2025-06-03,1,2,3.7172095796206497,Critical,0,0,1,2025-06
EVT-0583,Kozhikode,Viral Fever,2025-06-14,2025-06-14,1,2,2.9716377017783686,High,0,1,0,2025-06
EVT-0584,Kozhikode,Viral Fever,2025-07-12,2025-07-12,1,2,2.8525240058382493,High,0,1,0,2025-07
EVT-0585,Kozhikode,Viral Fever,2025-07-14,2025-07-14,1,2,2.7481054079735245,High,0,1,0,2025-07
EVT-0586,Kozhikode,Viral Fever,2025-08-22,2025-08-22,1,1,3.6787679096857064,Critical,0,0,1,2025-08
EVT-0587,Kozhikode,Viral Fever,2025-08-24,2025-08-24,1,1,3.6787679096857064,Critical,0,0,1,2025-08
EVT-0588,Kozhikode,Viral Fever,2025-09-03,2025-09-03,1,1,2.9495762407505253,High,0,1,0,2025-09
EVT-0589,Kozhikode,Viral Fever,2025-09-10,2025-09-10,1,1,2.506657801402763,High,0,1,0,2025-09
EVT-0590,Kozhikode,Viral Fever,2025-09-12,2025-09-12,1,1,2.1984843263788196,Medium,1,0,0,2025-09
EVT-0591,Kozhikode,Viral Fever,2025-10-26,2025-10-26,1,1,2.9495762407505257,High,0,1,0,2025-10
EVT-0592,Kozhikode,Viral Fever,2025-11-01,2025-11-01,1,2,3.9757145654971637,Critical,0,0,1,2025-11
EVT-0593,Kozhikode,Viral Fever,2025-11-20,2025-11-20,1,2,2.8525240058382493,High,0,1,0,2025-11
EVT-0594,Kozhikode,Viral Fever,2025-11-22,2025-11-22,1,2,2.3715485287555094,Medium,1,0,0,2025-11
EVT-0595,Kozhikode,Viral Fever,2025-12-21,2025-12-21,1,2,2.8525240058382493,High,0,1,0,2025-12
EVT-0596,Malappuram,Chickenpox,2025-01-21,2025-01-22,2,1,5.294651389216587,Critical,0,0,2,2025-01
EVT-0597,Malappuram,Chickenpox,2025-01-28,2025-01-28,1,1,2.9495762407505217,High,0,1,0,2025-01
EVT-0598,Malappuram,Chickenpox,2025-02-05,2025-02-05,1,1,2.5066578014027607,High,0,1,0,2025-02
EVT-0599,Malappuram,Chickenpox,2025-02-09,2025-02-09,1,1,2.1984843263788183,Medium,1,0,0,2025-02
EVT-0600,Malappuram,Chickenpox,2025-02-21,2025-02-21,1,1,2.1984843263788183,Medium,1,0,0,2025-02
EVT-0601,Malappuram,Chickenpox,2025-03-13,2025-03-13,1,1,2.1984843263788183,Medium,1,0,0,2025-03
EVT-0602,Malappuram,Chickenpox,2025-03-18,2025-03-18,1,1,2.1984843263788183,Medium,1,0,0,2025-03
EVT-0603,Malappuram,Chickenpox,2025-03-27,2025-03-27,1,1,2.5066578014027607,High,0,1,0,2025-03
EVT-0604,Malappuram,Chickenpox,2025-04-01,2025-04-01,1,1,2.5066578014027607,High,0,1,0,2025-04
EVT-0605,Malappuram,Chickenpox,2025-04-14,2025-04-14,1,1,2.5066578014027607,High,0,1,0,2025-04
EVT-0606,Malappuram,Chickenpox,2025-04-19,2025-04-19,1,1,2.5066578014027607,High,0,1,0,2025-04
EVT-0607,Malappuram,Chickenpox,2025-05-03,2025-05-03,1,1,2.9495762407505217,High,0,1,0,2025-05
EVT-0608,Malappuram,Chickenpox,2025-05-11,2025-05-11,1,2,3.975714565497162,Critical,0,0,1,2025-05
EVT-0609,Malappuram,Chickenpox,2025-06-17,2025-06-17,1,1,2.9495762407505217,High,0,1,0,2025-06
EVT-0610,Malappuram,Chickenpox,2025-06-20,2025-06-20,1,1,2.5066578014027607,High,0,1,0,2025-06
EVT-0611,Malappuram,Chickenpox,2025-06-22,2025-06-22,1,1,2.1984843263788183,Medium,1,0,0,2025-06
EVT-0612,Malappuram,Chickenpox,2025-07-10,2025-07-10,1,1,2.5066578014027607,High,0,1,0,2025-07
EVT-0613,Malappuram,Chickenpox,2025-07-14,2025-07-14,1,1,2.1984843263788183,Medium,1,0,0,2025-07
EVT-0614,Malappuram,Chickenpox,2025-08-02,2025-08-03,2,1,2.9495762407505217,High,0,2,0,2025-08
EVT-0615,Malappuram,Chickenpox,2025-08-06,2025-08-06,1,1,2.1984843263788183,Medium,1,0,0,2025-08
EVT-0616,Malappuram,Chickenpox,2025-08-13,2025-08-13,1,1,2.5066578014027607,High,0,1,0,2025-08
EVT-0617,Malappuram,Chickenpox,2025-08-27,2025-08-27,1,1,2.1984843263788183,Medium,1,0,0,2025-08
EVT-0618,Malappuram,Chickenpox,2025-09-21,2025-09-21,1,1,3.678767909685698,Critical,0,0,1,2025-09
EVT-0619,Malappuram,Chickenpox,2025-10-09,2025-10-09,1,1,3.678767909685698,Critical,0,0,1,2025-10
EVT-0620,Malappuram,Chickenpox,2025-10-16,2025-10-16,1,1,2.9495762407505217,High,0,1,0,2025-10
EVT-0621,Malappuram,Chickenpox,2025-10-18,2025-10-18,1,2,3.975714565497162,Critical,0,0,1,2025-10
EVT-0622,Malappuram,Chickenpox,2025-11-11,2025-11-11,1,2,2.9716377017783686,High,0,1,0,2025-11
EVT-0623,Malappuram,Chickenpox,2025-11-24,2025-11-24,1,2,2.7481054079735245,High,0,1,0,2025-11
EVT-0624,Malappuram,Chikungunya,2025-01-20,2025-01-20,1,1,2.2355921677321966,Medium,1,0,0,2025-01
EVT-0625,Malappuram,Chikungunya,2025-01-24,2025-01-24,1,2,3.454761084309576,Critical,0,0,1,2025-01
EVT-0626,Malappuram,Chikungunya,2025-04-06,2025-04-07,2,1,2.5066578014027665,High,1,1,0,2025-04
EVT-0627,Malappuram,Chikungunya,2025-04-23,2025-04-23,1,1,2.5066578014027665,High,0,1,0,2025-04
EVT-0628,Malappuram,Chikungunya,2025-04-28,2025-04-28,1,1,2.5066578014027665,High,0,1,0,2025-04
EVT-0629,Malappuram,Chikungunya,2025-05-05,2025-05-05,1,1,2.1984843263788227,Medium,1,0,0,2025-05
EVT-0630,Malappuram,Chikungunya,2025-05-10,2025-05-10,1,2,3.9757145654971673,Critical,0,0,1,2025-05
EVT-0631,Malappuram,Chikungunya,2025-06-09,2025-06-09,1,1,2.5066578014027665,High,0,1,0,2025-06
EVT-0632,Malappuram,Chikungunya,2025-06-13,2025-06-13,1,1,2.1984843263788223,Medium,1,0,0,2025-06
EVT-0633,Malappuram,Chikungunya,2025-07-05,2025-07-05,1,1,2.9495762407505297,High,0,1,0,2025-07
EVT-0634,Malappuram,Chikungunya,2025-07-20,2025-07-21,2,1,3.6787679096857127,Critical,0,1,1,2025-07
EVT-0635,Malappuram,Chikungunya,2025-08-03,2025-08-03,1,1,2.5066578014027665,High,0,1,0,2025-08
EVT-0636,Malappuram,Chikungunya,2025-08-13,2025-08-14,2,1,2.5066578014027665,High,1,1,0,2025-08
EVT-0637,Malappuram,Chikungunya,2025-09-01,2025-09-01,1,2,3.9757145654971673,Critical,0,0,1,2025-09
EVT-0638,Malappuram,Chikungunya,2025-09-05,2025-09-05,1,2,3.267609635080779,Critical,0,0,1,2025-09
EVT-0639,Malappuram,Chikungunya,2025-09-17,2025-09-17,1,2,2.9495762407505266,High,0,1,0,2025-09
EVT-0640,Malappuram,Chikungunya,2025-10-04,2025-10-04,1,3,3.695291879247043,Critical,0,0,1,2025-10
EVT-0641,Malappuram,Chikungunya,2025-10-06,2025-10-06,1,2,2.3433558258639784,Medium,1,0,0,2025-10
EVT-0642,Malappuram,Chikungunya,2025-11-05,2025-11-05,1,2,2.5024133024474375,High,0,1,0,2025-11
EVT-0643,Malappuram,Chikungunya,2025-12-11,2025-12-11,1,1,2.5066578014027665,High,0,1,0,2025-12
EVT-0644,Malappuram,Chikungunya,2025-12-22,2025-12-22,1,1,2.5066578014027665,High,0,1,0,2025-12
EVT-0645,Malappuram,Chikungunya,2025-12-28,2025-12-28,1,1,2.5066578014027665,High,0,1,0,2025-12
EVT-0646,Malappuram,Common Cold,2025-01-01,2025-01-01,1,1,2.1984843263788205,Medium,1,0,0,2025-01
EVT-0647,Malappuram,Common Cold,2025-01-05,2025-01-05,1,1,2.1984843263788205,Medium,1,0,0,2025-01
EVT-0648,Malappuram,Common Cold,2025-01-13,2025-01-14,2,1,2.9495762407505266,High,0,2,0,2025-01
EVT-0649,Malappuram,Common Cold,2025-02-10,2025-02-10,1,1,2.9495762407505266,High,0,1,0,2025-02
EVT-0650,Malappuram,Common Cold,2025-02-15,2025-02-15,1,1,3.678767909685707,Critical,0,0,1,2025-02
EVT-0651,Malappuram,Common Cold,2025-02-22,2025-02-22,1,1,2.9495762407505266,High,0,1,0,2025-02
EVT-0652,Malappuram,Common Cold,2025-02-28,2025-02-28,1,1,2.506657801402764,High,0,1,0,2025-02
EVT-0653,Malappuram,Common Cold,2025-03-19,2025-03-20,2,1,2.9495762407505266,High,0,2,0,2025-03
EVT-0654,Malappuram,Common Cold,2025-04-03,2025-04-03,1,1,2.9495762407505266,High,0,1,0,2025-04
EVT-0655,Malappuram,Common Cold,2025-04-05,2025-04-06,2,1,2.506657801402764,High,1,1,0,2025-04
EVT-0656,Malappuram,Common Cold,2025-06-09,2025-06-10,2,1,5.294651389216613,Critical,0,0,2,2025-06
EVT-0657,Malappuram,Common Cold,2025-06-13,2025-06-14,2,1,2.949576240750527,High,0,2,0,2025-06
EVT-0658,Malappuram,Common Cold,2025-07-16,2025-07-17,2,2,5.294651389216607,Critical,0,0,2,2025-07
EVT-0659,Malappuram,Common Cold,2025-08-18,2025-08-18,1,1,3.678767909685707,Critical,0,0,1,2025-08
EVT-0660,Malappuram,Common Cold,2025-08-24,2025-08-24,1,2,4.299366563289116,Critical,0,0,1,2025-08
EVT-0661,Malappuram,Common Cold,2025-09-26,2025-09-26,1,2,3.9757145654971655,Critical,0,0,1,2025-09
EVT-0662,Malappuram,Common Cold,2025-10-02,2025-10-02,1,2,3.1085730764721458,Critical,0,0,1,2025-10
EVT-0663,Malappuram,Common Cold,2025-12-09,2025-12-09,1,1,5.294651389216616,Critical,0,0,1,2025-12
EVT-0664,Malappuram,Common Cold,2025-12-22,2025-12-22,1,1,3.6787679096857087,Critical,0,0,1,2025-12
EVT-0665,Malappuram,Common Cold,2025-12-26,2025-12-26,1,1,2.9495762407505275,High,0,1,0,2025-12
EVT-0666,Malappuram,Dengue,2025-01-18,2025-01-18,1,1,2.9495762407505213,High,0,1,0,2025-01
EVT-0667,Malappuram,Dengue,2025-01-20,2025-01-20,1,1,2.5066578014027603,High,0,1,0,2025-01
EVT-0668,Malappuram,Dengue,2025-01-23,2025-01-23,1,1,2.198484326378818,Medium,1,0,0,2025-01
EVT-0669,Malappuram,Dengue,2025-02-03,2025-02-03,1,1,2.5066578014027603,High,0,1,0,2025-02
EVT-0670,Malappuram,Dengue,2025-02-14,2025-02-14,1,1,2.198484326378818,Medium,1,0,0,2025-02
EVT-0671,Malappuram,Dengue,2025-02-18,2025-02-18,1,1,2.198484326378818,Medium,1,0,0,2025-02
EVT-0672,Malappuram,Dengue,2025-03-04,2025-03-04,1,1,2.5066578014027603,High,0,1,0,2025-03
EVT-0673,Malappuram,Dengue,2025-03-18,2025-03-18,1,1,2.9495762407505213,High,0,1,0,2025-03
EVT-0674,Malappuram,Dengue,2025-04-01,2025-04-01,1,1,2.9495762407505213,High,0,1,0,2025-04
EVT-0675,Malappuram,Dengue,2025-04-03,2025-04-03,1,1,2.9495762407505213,High,0,1,0,2025-04
EVT-0676,Malappuram,Dengue,2025-04-19,2025-04-20,2,1,2.9495762407505213,High,0,2,0,2025-04
EVT-0677,Malappuram,Dengue,2025-05-01,2025-05-01,1,1,2.5066578014027603,High,0,1,0,2025-05
EVT-0678,Malappuram,Dengue,2025-05-10,2025-05-10,1,1,2.5066578014027603,High,0,1,0,2025-05
EVT-0679,Malappuram,Dengue,2025-05-15,2025-05-15,1,1,2.198484326378818,Medium,1,0,0,2025-05
EVT-0680,Malappuram,Dengue,2025-06-01,2025-06-01,1,1,2.5066578014027603,High,0,1,0,2025-06
EVT-0681,Malappuram,Dengue,2025-06-08,2025-06-08,1,1,2.198484326378818,Medium,1,0,0,2025-06
EVT-0682,Malappuram,Dengue,2025-06-15,2025-06-16,2,1,2.5066578014027603,High,0,2,0,2025-06
EVT-0683,Malappuram,Dengue,2025-06-21,2025-06-21,1,1,2.198484326378818,Medium,1,0,0,2025-06
EVT-0684,Malappuram,Dengue,2025-09-23,2025-09-23,1,1,2.198484326378818,Medium,1,0,0,2025-09
EVT-0685,Malappuram,Dengue,2025-10-01,2025-10-01,1,1,2.198484326378818,Medium,1,0,0,2025-10
EVT-0686,Malappuram,Dengue,2025-10-10,2025-10-10,1,1,2.9495762407505213,High,0,1,0,2025-10
EVT-0687,Malappuram,Dengue,2025-10-23,2025-10-23,1,1,2.9495762407505213,High,0,1,0,2025-10
EVT-0688,Malappuram,Dengue,2025-11-20,2025-11-20,1,1,3.6787679096856976,Critical,0,0,1,2025-11
EVT-0689,Malappuram,Dengue,2025-12-19,2025-12-20,2,1,3.6787679096856976,Critical,0,0,2,2025-12
EVT-0690,Malappuram,Dengue,2025-12-22,2025-12-23,2,1,2.9495762407505213,High,0,2,0,2025-12
EVT-0691,Malappuram,Dengue,2025-12-28,2025-12-28,1,1,2.198484326378818,Medium,1,0,0,2025-12
EVT-0692,Malappuram,Flu,2025-02-10,2025-02-10,1,1,2.5066578014027625,High,0,1,0,2025-02
EVT-0693,Malappuram,Flu,2025-02-28,2025-02-28,1,1,3.678767909685703,Critical,0,0,1,2025-02
EVT-0694,Malappuram,Flu,2025-03-17,2025-03-17,1,1,3.678767909685703,Critical,0,0,1,2025-03
